B,1,21:38
B,2,21:54
B,3,21:56
B,2,21:57
B,2,22:1
B,4,22:4
B,2,22:5
B,4,22:8
B,1,22:9
B,4,22:21
B,1,22:32
B,2,22:35
B,3,22:35
B,2,22:37
B,4,22:37
B,4,22:39
B,2,22:40
B,2,22:41
B,3,22:41
B,2,22:42
B,3,22:44
B,4,22:46
B,2,22:50
B,4,22:52
B,3,22:54
B,2,22:54
B,4,22:55
B,2,22:56
B,3,22:59
B,3,23:0
B,2,23:0
B,3,23:2
B,3,23:4
B,1,23:5
B,2,23:7
B,3,23:8
B,2,23:10
B,3,23:12
B,2,23:12
B,2,23:13
B,1,23:14
B,2,23:15
B,1,23:16
B,2,23:18
B,3,23:20
B,4,23:21
B,1,23:21
B,2,23:25
B,1,23:30
B,2,23:32
B,2,23:33
B,3,23:34
B,1,23:36
B,2,23:37
B,2,23:40
B,1,23:43
B,4,23:50
B,1,23:51
B,2,23:59
B,4,24:1
B,1,24:2
B,1,24:7
B,4,24:35
B,2,24:36
B,1,24:37
B,2,24:38
B,3,24:39
B,2,24:40
B,3,24:41
B,4,24:42
B,3,24:43
B,4,24:44
B,3,24:45
B,2,24:46
B,2,24:47
B,3,24:48
B,4,24:48
B,3,24:50
B,4,24:51
B,3,24:52
B,2,24:53
B,4,24:53
B,3,24:54
B,2,24:54
B,3,24:57
B,1,25:0
B,3,25:1
B,2,25:1
B,2,25:2
B,1,25:3
B,2,25:5
B,1,25:5
B,3,25:7
B,2,25:8
B,1,25:8
B,4,25:10
B,1,25:12
B,2,25:14
B,3,25:15
B,2,25:16
B,1,25:18
B,2,25:20
B,1,25:22
B,2,25:23
B,2,25:24
B,4,25:26
B,1,25:27
B,2,25:28
B,2,25:29
B,2,25:31
B,4,25:34
B,1,25:35
B,2,25:43
B,3,25:45
B,1,25:47
B,2,25:54
B,2,25:56
B,4,26:31
B,2,26:37
B,3,26:38
B,2,26:39
B,4,26:40
B,2,26:40
B,2,26:41
B,4,26:43
B,1,26:45
B,2,26:46
B,2,26:47
B,2,26:49
B,3,26:49
B,3,26:51
B,2,26:52
B,3,26:54
B,4,26:55
B,3,26:58
B,4,26:59
B,3,27:4
B,2,27:8
B,1,27:16
B,1,27:18
B,2,27:23
B,2,27:27
B,1,27:27
B,1,27:31
B,2,27:32
B,1,27:34
B,2,27:36
B,3,27:36
B,1,27:37
B,2,27:38
B,2,27:40
B,1,27:46
B,2,27:52
B,1,27:55
B,4,28:20
B,2,28:36
B,4,28:37
B,2,28:38
B,3,28:38
B,1,28:40
B,2,28:40
B,1,28:41
B,3,28:42
B,4,28:43
B,3,28:44
B,2,28:44
B,1,28:45
B,2,28:46
B,3,28:47
B,1,28:48
B,4,28:49
B,3,28:50
B,1,28:50
B,1,28:51
B,1,28:53
B,4,28:54
B,2,28:54
B,4,28:56
B,1,28:56
B,3,28:57
B,3,28:58
B,1,28:59
B,2,28:59
B,2,29:2
B,1,29:6
B,1,29:8
B,2,29:8
B,1,29:8
B,2,29:10
B,2,29:12
B,3,29:13
B,4,29:13
B,2,29:14
B,3,29:17
B,2,29:18
B,4,29:19
B,2,29:22
B,1,29:23
B,2,29:26
B,1,29:28
B,1,29:30
B,4,29:35
B,2,29:38
B,2,29:42
B,2,29:49
B,1,29:58
C,1,0:6
C,2,0:8
C,2,0:11
C,2,0:13
C,1,0:15
C,3,0:16
C,3,0:17
C,2,0:18
C,3,0:22
C,3,0:25
C,3,0:26
C,3,0:27
C,2,0:28
C,3,0:31
C,3,0:33
C,2,0:34
C,3,0:35
C,2,0:36
C,2,0:36
C,2,0:37
C,3,0:38
C,2,0:41
C,1,0:42
C,3,0:43
C,2,0:45
C,2,0:46
C,2,0:48
C,2,0:50
C,1,0:52
C,3,0:53
C,1,0:54
C,2,0:55
C,1,0:56
C,2,0:57
C,2,0:59
C,1,1:3
C,2,1:25
C,3,1:26
C,3,1:27
C,2,1:29
C,2,1:30
C,3,1:31
C,3,1:32
C,2,1:35
C,3,1:36
C,3,1:37
C,3,1:39
C,2,1:41
C,1,1:42
C,3,1:44
C,3,1:45
C,2,1:47
C,3,1:48
C,3,1:50
C,3,1:51
C,3,1:53
C,2,1:55
C,3,1:56
C,2,2:6
C,2,2:9
C,1,2:10
C,1,2:12
C,2,2:13
C,3,2:13
C,3,2:16
C,2,2:16
C,3,2:18
C,1,2:18
C,2,2:19
C,1,2:20
C,2,2:21
C,1,2:21
C,2,2:25
C,1,2:26
C,1,2:29
C,2,2:30
C,3,2:32
C,2,2:34
C,1,2:35
C,1,2:37
C,1,2:39
C,1,2:41
C,2,3:30
C,2,3:33
C,2,3:36
C,2,3:38
C,2,3:40
C,2,3:42
C,1,3:43
C,3,3:44
C,1,3:45
C,2,3:46
C,3,3:47
C,3,3:48
C,1,3:49
C,3,3:49
C,1,3:51
C,3,3:51
C,2,3:52
C,3,3:54
C,2,3:55
C,2,3:56
C,3,3:57
C,2,3:58
C,3,4:0
C,3,4:1
C,2,4:2
C,1,4:3
C,3,4:4
C,2,4:5
C,2,4:8
C,3,4:9
C,2,4:11
C,2,4:13
C,3,4:14
C,3,4:15
C,2,4:19
C,2,4:22
C,3,4:23
C,3,4:23
C,1,4:26
C,3,4:27
C,1,4:28
C,1,4:31
C,2,4:32
C,1,4:33
C,1,4:35
C,1,4:44
C,1,4:45
C,1,4:46
C,2,4:48
C,1,4:50
C,1,4:54
C,1,5:12
C,3,5:38
C,2,5:40
C,3,5:41
C,2,5:41
C,3,5:43
C,2,5:44
C,3,5:45
C,3,5:46
C,3,5:47
C,3,5:49
C,2,5:51
C,3,5:52
C,3,5:53
C,2,5:54
C,2,5:55
C,3,5:59
C,3,6:0
C,3,6:2
C,2,6:3
C,2,6:5
C,2,6:6
C,2,6:8
C,3,6:10
C,2,6:12
C,1,6:15
C,1,6:17
C,3,6:18
C,1,6:19
C,3,6:20
C,1,6:22
C,3,6:22
C,1,6:25
C,2,6:26
C,3,6:27
C,1,6:27
C,2,6:28
C,1,6:29
C,2,6:32
C,1,7:2
C,1,7:5
C,1,7:9
C,1,7:18
C,1,7:28
C,1,7:38
C,2,7:42
C,3,7:43
C,2,7:44
C,3,7:44
C,2,7:46
C,3,7:46
C,3,7:47
C,2,7:48
C,1,7:50
C,3,7:50
C,2,7:51
C,2,7:52
C,3,7:54
C,3,7:55
C,1,7:56
C,2,7:56
C,1,7:57
C,3,7:58
C,3,7:59
C,3,8:1
C,2,8:3
C,2,8:4
C,2,8:6
C,1,8:9
C,3,8:10
C,2,8:11
C,1,8:12
C,2,8:13
C,1,8:14
C,2,8:16
C,1,8:16
C,2,8:17
C,2,8:19
C,2,8:21
C,1,8:22
C,1,8:24
C,1,8:25
C,2,8:26
C,3,8:28
C,1,8:29
C,1,8:31
C,2,8:31
C,2,8:32
C,1,8:33
C,1,8:34
C,2,8:35
C,1,8:36
C,3,8:37
C,1,8:37
C,3,8:39
C,1,8:40
C,3,8:41
C,3,8:43
C,3,8:45
C,3,8:48
C,1,9:11
C,1,9:18
C,2,9:43
C,3,9:44
C,2,9:45
C,3,9:46
C,2,9:47
C,3,9:48
C,2,9:50
C,3,9:51
C,2,9:53
C,2,9:54
C,1,9:56
C,3,9:57
C,2,9:58
C,1,9:59
C,3,10:0
C,2,10:1
C,1,10:1
C,2,10:2
C,3,10:3
C,2,10:4
C,2,10:6
C,2,10:8
C,2,10:8
C,2,10:10
C,2,10:11
C,2,10:12
C,2,10:14
C,3,10:15
C,3,10:16
C,2,10:16
C,1,10:17
C,3,10:18
C,3,10:19
C,2,10:20
C,2,10:23
C,2,10:24
C,3,10:25
C,3,10:27
C,3,10:29
C,2,10:30
C,2,10:33
C,1,10:34
C,3,10:38
C,1,10:40
C,1,10:41
C,3,10:42
C,3,10:45
C,1,10:47
C,1,10:52
C,1,10:55
C,2,11:43
C,3,11:44
C,2,11:45
C,2,11:46
C,1,11:48
C,2,11:49
C,2,11:51
C,3,11:52
C,2,11:52
C,3,11:53
C,2,11:55
C,3,11:56
C,2,11:58
C,2,11:59
C,3,11:59
C,3,12:0
C,2,12:1
C,3,12:2
C,2,12:4
C,3,12:5
C,2,12:7
C,2,12:8
C,3,12:10
C,2,12:11
C,2,12:12
C,3,12:15
C,3,12:16
C,3,12:19
C,3,12:20
C,2,12:21
C,1,12:22
C,3,12:23
C,3,12:25
C,3,12:26
C,3,12:28
C,1,12:29
C,1,12:32
C,3,12:32
C,3,12:34
C,2,12:35
C,1,12:36
C,1,12:38
C,2,12:43
C,2,12:45
C,2,12:49
C,1,13:29
C,1,13:37
C,1,13:43
C,2,13:46
C,3,13:48
C,3,13:51
C,3,13:53
C,1,13:55
C,3,13:55
C,1,13:59
C,3,14:2
C,2,14:4
C,2,14:6
C,3,14:8
C,3,14:10
C,1,14:10
C,3,14:12
C,1,14:12
C,2,14:14
C,2,14:17
C,2,14:18
C,1,14:18
C,2,14:20
C,3,14:21
C,2,14:25
C,2,14:25
C,2,14:26
C,3,14:27
C,2,14:29
C,1,14:30
C,2,14:31
C,3,14:32
C,1,14:32
C,1,14:35
C,2,14:36
C,2,14:39
C,3,14:39
C,3,14:42
C,3,14:45
C,3,14:51
C,1,15:12
C,1,15:17
C,1,15:20
C,1,15:22
C,1,15:42
C,2,15:45
C,3,15:47
C,3,15:47
C,3,15:49
C,2,15:50
C,2,15:52
C,3,15:54
C,2,15:55
C,2,15:57
C,2,15:58
C,3,15:58
C,2,16:0
C,2,16:1
C,3,16:2
C,2,16:2
C,3,16:4
C,3,16:6
C,3,16:7
C,3,16:9
C,2,16:11
C,2,16:12
C,1,16:12
C,3,16:13
C,1,16:14
C,3,16:15
C,3,16:16
C,3,16:17
C,1,16:17
C,2,16:19
C,3,16:20
C,3,16:22
C,1,16:23
C,2,16:25
C,1,16:27
C,1,16:28
C,1,16:30
C,3,16:31
C,1,16:34
C,2,16:34
C,2,16:37
C,1,16:38
C,1,16:39
C,1,16:42
C,1,16:47
C,1,17:15
C,1,17:18
C,1,17:27
C,1,17:29
C,3,17:46
C,2,17:47
C,3,17:50
C,3,17:50
C,3,17:51
C,3,17:51
C,3,17:53
C,3,17:53
C,3,17:54
C,3,17:55
C,1,17:57
C,2,17:57
C,2,17:58
C,3,18:0
C,2,18:1
C,3,18:2
C,2,18:3
C,1,18:4
C,2,18:5
C,3,18:6
C,3,18:7
C,3,18:9
C,3,18:11
C,1,18:11
C,3,18:12
C,1,18:13
C,1,18:14
C,3,18:16
C,2,18:17
C,3,18:17
C,2,18:18
C,1,18:22
C,2,18:23
C,3,18:26
C,2,18:27
C,2,18:30
C,3,18:31
C,3,18:32
C,3,18:40
C,2,18:42
C,3,18:44
C,1,18:46
C,3,18:54
C,1,19:2
C,1,19:4
C,2,19:7
C,2,19:8
C,3,19:9
C,2,19:10
C,3,19:12
C,2,19:14
C,3,19:16
C,1,19:16
C,2,19:17
C,1,19:18
C,2,19:18
C,1,19:19
C,2,19:20
C,3,19:21
C,2,19:23
C,3,19:23
C,1,19:24
C,3,19:25
C,3,19:26
C,2,19:27
C,1,19:28
C,2,19:30
C,3,19:31
C,3,19:33
C,3,19:35
C,3,19:36
C,2,19:38
C,2,19:39
C,3,19:42
C,2,19:45
C,3,19:47
C,2,19:49
C,2,19:51
C,2,19:53
C,3,19:56
C,1,19:58
C,3,19:59
C,3,20:1
C,2,20:4
C,2,20:11
C,1,20:12
C,1,20:15
C,1,20:33
C,1,20:35
C,2,20:58
C,3,20:58
C,2,21:0
C,3,21:1
C,3,21:4
C,3,21:6
C,3,21:7
C,3,21:9
C,3,21:10
C,3,21:11
C,2,21:12
C,2,21:14
C,3,21:16
C,2,21:18
C,3,21:20
C,3,21:21
C,3,21:24
C,2,21:25
C,3,21:27
C,1,21:28
C,3,21:29
C,3,21:29
C,3,21:30
C,3,21:31
C,1,21:32
C,1,21:33
C,2,21:35
C,3,21:37
C,2,21:39
C,3,21:41
C,2,21:43
C,3,21:44
C,3,21:45
C,3,21:46
C,3,21:47
C,2,21:49
C,1,21:51
C,3,21:54
C,3,21:58
C,4,22:10
C,2,22:16
C,2,22:19
C,1,22:21
C,2,22:37
C,1,22:40
C,1,22:44
C,1,22:52
C,3,22:56
C,2,22:58
C,3,22:58
C,3,23:0
C,3,23:3
C,3,23:4
C,2,23:5
C,3,23:8
C,2,23:10
C,2,23:12
C,2,23:14
C,2,23:16
C,2,23:18
C,3,23:19
C,1,23:22
C,3,23:23
C,2,23:24
C,2,23:25
C,3,23:27
C,1,23:28
C,2,23:29
C,1,23:30
C,3,23:31
C,2,23:32
C,2,23:33
C,2,23:34
C,3,23:35
C,3,23:36
C,1,23:36
C,2,23:38
C,2,23:39
C,1,23:41
C,2,23:42
C,3,23:43
C,2,23:48
C,3,23:51
C,2,23:51
C,1,23:53
C,3,23:59
C,1,24:27
C,1,24:43
C,1,24:54
C,1,24:58
C,3,25:0
C,2,25:0
C,1,25:1
C,2,25:3
C,1,25:4
C,2,25:4
C,3,25:5
C,2,25:7
C,2,25:9
C,3,25:10
C,2,25:11
C,2,25:13
C,2,25:14
C,2,25:16
C,2,25:18
C,3,25:20
C,3,25:21
C,3,25:23
C,2,25:24
C,2,25:30
C,3,25:31
C,1,25:31
C,3,25:37
C,1,25:38
C,1,25:42
C,1,25:44
C,3,25:45
C,1,25:46
C,1,25:50
C,1,25:52
C,3,25:54
C,1,25:55
C,1,25:56
C,1,25:59
C,1,26:1
C,1,26:30
C,3,26:55
C,2,26:56
C,1,26:56
C,3,26:58
C,2,26:59
C,1,26:59
C,3,27:0
C,1,27:0
C,2,27:3
C,1,27:3
C,3,27:4
C,1,27:4
C,3,27:5
C,2,27:6
C,2,27:8
C,2,27:9
C,3,27:11
C,3,27:14
C,2,27:15
C,3,27:17
C,2,27:20
C,3,27:22
C,2,27:23
C,3,27:25
C,3,27:27
C,1,27:28
C,2,27:29
C,1,27:29
C,3,27:30
C,1,27:31
C,2,27:32
C,2,27:33
C,2,27:34
C,3,27:35
C,1,27:35
C,3,27:36
C,1,27:37
C,1,27:38
C,3,27:40
C,3,27:42
C,3,27:43
C,3,27:44
C,1,27:45
C,2,27:48
C,2,27:49
C,3,27:51
C,1,27:53
C,2,27:55
C,3,27:58
C,2,28:8
C,2,28:19
C,3,28:55
C,2,28:56
C,3,28:59
C,3,29:0
C,2,29:1
C,2,29:5
C,3,29:6
C,2,29:8
C,3,29:8
C,3,29:10
C,1,29:11
C,1,29:13
C,3,29:15
C,3,29:18
C,1,29:18
C,3,29:19
C,1,29:21
C,3,29:22
C,3,29:23
C,2,29:25
C,3,29:27
C,3,29:28
C,1,29:28
C,1,29:31
C,1,29:32
C,3,29:34
C,1,29:35
C,2,29:36
C,1,29:36
C,1,29:39
C,3,29:44
D,1,0:15
D,3,0:17
D,3,0:21
D,3,0:24
D,3,0:26
D,1,0:27
D,1,0:33
D,2,0:34
D,1,0:35
D,1,1:13
D,1,1:17
D,2,1:19
D,2,1:23
D,1,1:35
D,3,1:37
D,1,1:38
D,3,1:39
D,1,1:42
D,1,1:44
D,3,1:45
D,3,1:46
D,3,1:49
D,3,1:51
D,3,1:53
D,3,2:21
D,3,2:26
D,3,2:30
D,1,2:37
D,1,2:39
D,1,3:19
D,1,3:20
D,1,3:28
D,2,3:29
D,2,3:32
D,2,3:35
D,2,3:37
D,1,3:37
D,3,3:39
D,1,3:39
D,1,3:41
D,3,3:41
D,3,3:43
D,3,3:47
D,3,3:48
D,3,3:50
D,3,3:52
D,3,3:55
D,1,4:19
D,3,4:23
D,3,4:28
D,3,4:31
D,3,4:34
D,2,4:36
D,2,4:38
D,2,5:14
D,2,5:16
D,1,5:19
D,1,5:22
D,3,5:23
D,2,5:28
D,1,5:30
D,2,5:35
D,3,5:40
D,3,5:41
D,1,5:42
D,3,5:44
D,2,5:46
D,3,5:47
D,3,5:50
D,3,5:52
D,3,5:53
D,3,5:58
D,2,5:59
D,3,6:1
D,2,6:5
D,1,6:8
D,2,6:11
D,2,6:25
D,1,7:11
D,1,7:17
D,1,7:20
D,1,7:23
D,1,7:33
D,3,7:35
D,3,7:37
D,1,7:39
D,3,7:40
D,1,7:41
D,3,7:42
D,3,7:44
D,2,7:46
D,1,7:46
D,3,7:48
D,1,7:48
D,3,7:49
D,1,7:50
D,3,7:52
D,1,7:53
D,1,7:54
D,3,7:56
D,3,8:25
D,1,8:27
D,3,8:30
D,3,8:32
D,3,8:35
D,3,8:39
D,1,8:42
D,2,8:43
D,2,8:44
D,2,9:15
D,1,9:24
D,2,9:26
D,1,9:29
