A,2,0:12
A,1,0:14
A,2,0:16
A,2,0:20
A,2,0:22
A,1,0:25
A,1,0:27
A,1,0:30
A,2,0:37
A,2,0:45
A,2,2:16
A,1,2:19
A,1,2:21
A,2,2:24
A,1,2:47
A,2,3:0
A,1,3:12
A,2,3:20
A,1,3:30
A,1,4:22
A,2,4:25
A,2,4:28
A,2,4:32
A,1,4:35
A,1,4:38
A,2,4:42
A,2,4:47
A,2,6:5
A,1,6:8
A,1,6:12
A,2,6:14
A,1,6:16
A,2,6:19
A,2,6:22
A,2,6:28
A,1,6:33
A,1,8:5
A,1,8:7
A,2,8:9
A,2,8:12
A,1,8:15
A,2,8:18
A,2,8:23
A,2,10:7
A,1,10:10
A,1,10:12
A,2,10:15
A,2,10:20
A,2,10:27
A,1,10:35
A,1,12:6
A,1,12:8
A,1,12:10
A,2,12:11
A,2,12:13
A,2,12:18
A,1,12:22
A,2,12:25
A,2,12:34
A,1,12:43
A,2,14:9
A,2,14:10
A,3,14:12
A,2,14:17
A,2,14:21
A,2,14:24
A,1,14:27
A,1,14:30
A,2,14:33
A,1,14:36
A,1,16:0
A,2,16:2
A,2,16:4
A,2,16:7
A,2,16:8
A,1,16:10
A,1,16:13
A,2,16:16
A,2,16:20
A,1,16:25
A,1,16:28
A,2,16:33
A,2,16:38
A,2,16:47
A,1,18:11
A,1,18:14
A,1,18:17
A,2,18:20
A,2,18:22
A,2,18:25
A,1,18:28
A,2,18:30
A,2,18:33
A,2,18:37
A,1,18:44
A,2,20:8
A,2,20:9
A,1,20:10
A,1,20:13
A,2,20:17
A,2,20:23
A,1,20:30
A,2,20:35
A,1,22:0
A,1,22:3
A,2,22:5
A,2,22:7
A,1,22:10
A,2,22:12
A,1,22:14
A,1,22:16
A,2,22:34
A,2,22:47
A,1,23:28
A,2,23:31
A,2,23:34
A,1,23:37
A,2,24:20
A,1,24:34
A,1,24:35
A,2,24:37
A,2,25:36
A,2,25:38
A,2,25:42
A,1,25:50
A,2,26:40
A,2,26:50
A,1,26:54
A,2,27:28
A,1,27:34
A,2,27:38
A,2,28:27
A,1,28:44
A,2,28:46
A,2,28:49
A,1,28:51
A,2,29:6
A,1,29:11
A,1,29:16
A,2,29:30
A,1,29:34
A,2,29:35
A,2,29:37
A,2,29:44
A,1,29:47
B,4,0:5
B,3,0:8
B,2,0:15
B,4,0:15
B,1,0:16
B,2,0:17
B,3,0:18
B,4,0:20
B,2,0:21
B,3,0:22
B,4,0:22
B,4,0:24
B,3,0:24
B,2,0:24
B,1,0:24
B,2,0:27
B,4,0:28
B,3,0:29
B,2,0:29
B,2,0:30
B,4,0:31
B,4,0:31
B,1,0:32
B,2,0:34
B,1,0:35
B,2,0:36
B,3,0:38
B,1,0:38
B,1,0:41
B,2,0:43
B,1,0:44
B,1,0:47
B,2,0:48
B,1,0:50
B,1,0:52
B,3,0:54
B,2,0:54
B,2,0:56
B,1,0:59
B,2,1:0
B,2,1:4
B,2,1:5
B,1,1:6
B,2,1:7
B,2,1:9
B,1,1:10
B,1,1:12
B,1,1:13
B,2,1:15
B,4,1:17
B,3,1:18
B,1,1:19
B,3,1:29
B,1,1:36
B,1,1:38
B,3,1:40
B,4,1:43
B,1,1:44
B,2,1:45
B,3,2:0
B,3,2:6
B,4,2:16
B,1,2:19
B,4,2:22
B,3,2:22
B,2,2:22
B,3,2:23
B,2,2:24
B,4,2:25
B,2,2:27
B,2,2:28
B,1,2:29
B,2,2:30
B,2,2:31
B,2,2:32
B,2,2:34
B,3,2:34
B,4,2:35
B,2,2:35
B,1,2:36
B,2,2:37
B,1,2:38
B,1,2:39
B,1,2:41
B,1,2:43
B,2,2:47
B,3,2:50
B,2,2:51
B,1,2:53
B,1,2:55
B,1,2:57
B,1,2:59
B,4,3:1
B,1,3:2
B,1,3:4
B,3,3:7
B,2,3:7
B,1,3:9
B,4,3:10
B,2,3:11
B,1,3:12
B,3,3:15
B,3,3:16
B,4,3:18
B,3,3:18
B,2,3:19
B,2,3:20
B,2,3:23
B,2,3:39
B,2,3:41
B,1,3:43
B,1,3:46
B,2,3:48
B,2,3:51
B,2,3:53
B,1,3:54
B,1,3:55
B,4,4:15
B,2,4:16
B,4,4:20
B,4,4:22
B,1,4:27
B,3,4:28
B,3,4:31
B,1,4:31
B,1,4:32
B,2,4:33
B,2,4:35
B,1,4:37
B,2,4:38
B,1,4:40
B,2,4:43
B,1,4:45
B,3,4:46
B,2,4:47
B,1,4:50
B,1,4:52
B,2,4:53
B,3,4:54
B,4,4:57
B,1,4:59
B,2,5:2
B,3,5:2
B,2,5:3
B,1,5:5
B,2,5:7
B,3,5:15
B,3,5:22
B,4,5:24
B,3,5:24
B,2,5:25
B,3,5:29
B,3,5:33
B,2,5:43
B,4,5:44
B,3,5:46
B,1,5:47
B,1,5:53
B,4,6:20
B,3,6:23
B,4,6:24
B,1,6:26
B,2,6:27
B,2,6:29
B,2,6:32
B,1,6:32
B,3,6:33
B,3,6:35
B,1,6:37
B,3,6:37
B,2,6:38
B,2,6:38
B,4,6:40
B,2,6:40
B,2,6:42
B,2,6:43
B,2,6:45
B,1,6:46
B,4,6:46
B,3,6:49
B,3,6:50
B,2,6:51
B,1,6:52
B,1,6:55
B,1,6:56
B,4,6:59
B,3,6:59
B,2,7:2
B,3,7:6
B,1,7:8
B,4,7:10
B,1,7:12
B,2,7:15
B,2,7:16
B,2,7:17
B,1,7:17
B,3,7:18
B,2,7:19
B,2,7:20
B,2,7:21
B,2,7:23
B,3,7:26
B,1,7:26
B,2,7:32
B,1,7:39
B,1,7:42
B,1,7:44
B,3,7:46
B,3,7:54
B,4,8:20
B,3,8:23
B,4,8:24
B,2,8:24
B,2,8:27
B,2,8:29
B,2,8:31
B,1,8:31
B,1,8:33
B,2,8:35
B,3,8:35
B,2,8:36
B,3,8:37
B,2,8:38
B,2,8:40
B,2,8:41
B,3,8:41
B,2,8:42
B,2,8:44
B,2,8:45
B,1,8:46
B,2,8:47
B,2,8:48
B,2,8:50
B,2,8:52
B,2,8:53
B,1,8:55
B,3,8:56
B,1,8:58
B,2,9:0
B,2,9:1
B,2,9:3
B,3,9:6
B,4,9:11
B,4,9:12
B,3,9:13
B,2,9:14
B,4,9:19
B,2,9:20
B,3,9:21
B,4,9:21
B,2,9:22
B,2,9:23
B,3,9:27
B,4,9:29
B,1,9:41
B,1,9:44
B,1,9:46
B,4,9:47
B,1,9:50
B,3,9:51
B,1,9:52
B,2,9:54
B,1,10:18
B,2,10:19
B,4,10:21
B,2,10:25
B,2,10:30
B,3,10:35
B,2,10:36
B,2,10:37
B,2,10:39
B,3,10:40
B,2,10:41
B,1,10:43
B,4,10:44
B,2,10:45
B,2,10:46
B,4,10:47
B,2,10:48
B,1,10:48
B,3,10:50
B,1,10:51
B,4,10:52
B,2,10:52
B,2,10:53
B,4,10:54
B,2,10:55
B,3,10:55
B,1,10:57
B,4,10:59
B,2,11:1
B,2,11:2
B,3,11:2
B,2,11:4
B,2,11:6
B,3,11:11
B,4,11:11
B,2,11:13
B,2,11:17
B,2,11:27
B,2,11:34
B,2,11:36
B,3,11:37
B,3,11:39
B,2,11:39
B,2,11:41
B,4,11:46
B,1,11:49
B,2,11:50
B,3,11:53
B,4,12:9
B,3,12:15
B,2,12:24
B,2,12:28
B,1,12:32
B,1,12:33
B,3,12:34
B,4,12:34
B,2,12:35
B,3,12:36
B,2,12:37
B,2,12:37
B,3,12:38
B,2,12:38
B,1,12:39
B,2,12:40
B,2,12:42
B,2,12:43
B,1,12:44
B,1,12:46
B,1,12:48
B,2,12:48
B,4,12:49
B,2,12:51
B,2,12:53
B,4,12:55
B,2,12:55
B,1,12:56
B,3,12:57
B,3,12:59
B,4,12:59
B,2,12:59
B,1,13:0
B,1,13:1
B,4,13:2
B,2,13:3
B,4,13:5
B,3,13:5
B,4,13:9
B,3,13:11
B,2,13:13
B,4,13:13
B,3,13:14
B,2,13:15
B,2,13:16
B,4,13:18
B,1,13:18
B,2,13:20
B,2,13:23
B,2,13:25
B,2,13:27
B,2,13:29
B,1,13:31
B,1,13:33
B,2,13:35
B,2,13:42
B,1,13:44
B,3,13:48
B,4,13:48
B,1,13:50
B,2,13:52
B,2,13:56
B,3,14:3
B,4,14:3
B,2,14:19
B,1,14:21
B,1,14:31
B,2,14:33
B,2,14:35
B,4,14:38
B,1,14:39
B,2,14:41
B,3,14:42
B,2,14:43
B,1,14:44
B,2,14:45
B,2,14:45
B,3,14:46
B,4,14:47
B,2,14:49
B,4,14:50
B,1,14:51
B,2,14:52
B,4,14:54
B,1,14:59
B,4,15:0
B,1,15:1
B,3,15:1
B,1,15:2
B,3,15:3
B,2,15:3
B,1,15:4
B,4,15:5
B,3,15:6
B,2,15:7
B,2,15:8
B,2,15:9
B,2,15:10
B,3,15:12
B,2,15:13
B,3,15:15
B,2,15:16
B,2,15:18
B,2,15:18
B,2,15:20
B,1,15:22
B,1,15:24
B,2,15:24
B,3,15:25
B,2,15:25
B,2,15:27
B,1,15:29
B,1,15:31
B,1,15:33
B,2,15:35
B,3,15:49
B,3,15:54
B,2,15:55
B,1,15:56
B,4,16:11
B,3,16:12
B,4,16:18
B,4,16:20
B,2,16:25
B,2,16:28
B,4,16:30
B,2,16:31
B,1,16:32
B,2,16:34
B,2,16:36
B,2,16:38
B,2,16:39
B,4,16:41
B,3,16:41
B,4,16:42
B,2,16:42
B,2,16:45
B,4,16:45
B,3,16:46
B,4,16:47
B,3,16:48
B,4,16:49
B,1,16:50
B,3,16:51
B,4,16:51
B,3,16:53
B,2,16:55
B,2,16:56
B,1,16:57
B,1,17:1
B,2,17:4
B,1,17:7
B,2,17:8
B,2,17:9
B,1,17:12
B,2,17:14
B,1,17:16
B,1,17:20
B,1,17:22
B,1,17:31
B,4,17:32
B,3,17:32
B,3,17:35
B,3,17:49
B,2,17:51
B,2,17:53
B,1,17:56
B,4,17:59
B,1,18:0
B,1,18:3
B,3,18:6
B,2,18:7
B,4,18:21
B,3,18:24
B,2,18:31
B,2,18:33
B,1,18:35
B,2,18:37
B,2,18:38
B,3,18:40
B,1,18:41
B,4,18:42
B,3,18:43
B,1,18:44
B,4,18:44
B,2,18:45
B,3,18:45
B,4,18:46
B,3,18:47
B,1,18:48
B,2,18:49
B,2,18:51
B,1,18:53
B,2,18:54
B,1,18:56
B,2,18:56
B,4,18:58
B,2,18:59
B,1,19:0
B,2,19:1
B,4,19:9
B,3,19:10
B,3,19:12
B,4,19:13
B,3,19:13
B,3,19:16
B,4,19:19
B,2,19:21
B,3,19:25
B,3,19:30
B,4,19:31
B,1,19:52
B,2,19:53
B,2,19:54
B,1,19:58
B,2,20:22
B,2,20:25
B,2,20:28
B,1,20:32
B,2,20:33
B,4,20:36
B,3,20:37
B,1,20:37
B,4,20:39
B,3,20:40
B,4,20:40
B,2,20:41
B,1,20:42
B,3,20:42
B,3,20:43
B,4,20:44
B,1,20:44
B,3,20:45
B,2,20:46
B,4,20:46
B,1,20:47
B,3,20:48
B,4,20:49
B,2,20:49
B,2,20:51
B,1,20:53
B,2,20:54
B,3,20:54
B,4,20:54
B,4,21:3
B,1,21:16
B,1,21:18
B,1,21:24
B,2,21:25
B,2,21:27
B,1,21:29
B,2,21:31
B,2,21:33
B,3,21:34
B,2,21:35
B,1,21:36
